time,open,high,low,close,tick_volume,spread,real_volume
2000-04-28,0.9106,0.9137,0.903,0.9117,6859,50,0
2000-05-01,0.912,0.9174,0.9071,0.9157,4263,50,0
2000-05-02,0.9158,0.9175,0.9037,0.9099,6341,50,0
2000-05-03,0.9097,0.9107,0.8887,0.8953,7111,50,0
2000-05-04,0.8954,0.8973,0.8847,0.8911,7164,50,0
2000-05-05,0.8908,0.9011,0.8903,0.8969,6683,50,0
2000-05-08,0.8965,0.9045,0.8914,0.8968,7172,50,0
2000-05-09,0.8969,0.9093,0.8945,0.9085,6323,50,0
2000-05-10,0.9083,0.9132,0.9034,0.9036,7009,50,0
2000-05-11,0.9035,0.911,0.8988,0.9015,6997,50,0
2000-05-12,0.9018,0.9201,0.8979,0.9185,6754,50,0
2000-05-15,0.9179,0.919,0.9066,0.9078,5379,50,0
2000-05-16,0.9067,0.9108,0.8996,0.9004,6274,50,0
2000-05-17,0.9004,0.903,0.8891,0.8947,6311,50,0
2000-05-18,0.8949,0.8971,0.8905,0.8943,6486,50,0
2000-05-19,0.8946,0.8998,0.8844,0.897,6694,50,0
2000-05-22,0.8974,0.9073,0.8952,0.9025,6347,50,0
2000-05-23,0.9025,0.9156,0.9018,0.907,7284,50,0
2000-05-24,0.9069,0.913,0.9025,0.9029,6698,50,0
2000-05-25,0.9027,0.9134,0.8978,0.9125,6498,50,0
2000-05-26,0.9127,0.9336,0.9112,0.9315,6563,50,0
2000-05-29,0.9328,0.9335,0.9238,0.9269,5523,50,0
2000-05-30,0.9269,0.9412,0.9242,0.9293,6898,50,0
2000-05-31,0.9292,0.9382,0.9266,0.937,6514,50,0
2000-06-01,0.937,0.9379,0.9284,0.9316,5344,50,0
2000-06-02,0.9318,0.9498,0.9297,0.9458,6409,50,0
2000-06-05,0.9457,0.9493,0.9411,0.947,6098,50,0
2000-06-06,0.9469,0.9599,0.9449,0.9543,6177,50,0
2000-06-07,0.9541,0.9627,0.953,0.9608,6668,50,0
2000-06-08,0.9609,0.97,0.9508,0.9546,7102,50,0
2000-06-09,0.9545,0.957,0.9457,0.9533,6641,50,0
2000-06-12,0.9537,0.9564,0.949,0.9537,5515,50,0
2000-06-13,0.9538,0.9627,0.952,0.9583,5842,50,0
2000-06-14,0.9583,0.9654,0.9569,0.9572,6189,50,0
2000-06-15,0.9572,0.9604,0.95,0.954,6279,50,0
2000-06-16,0.9542,0.966,0.9496,0.9643,6156,50,0
2000-06-19,0.9637,0.9693,0.9562,0.9567,6244,50,0
2000-06-20,0.9566,0.9616,0.9529,0.954,6339,50,0
2000-06-21,0.9542,0.9547,0.943,0.945,6267,50,0
2000-06-22,0.9449,0.9475,0.9348,0.9359,6423,50,0
2000-06-23,0.9358,0.9431,0.9338,0.9362,6022,50,0
2000-06-26,0.9362,0.9397,0.9296,0.9369,6131,50,0
2000-06-27,0.9369,0.9471,0.9352,0.946,6078,50,0
2000-06-28,0.946,0.9468,0.9398,0.9419,6037,50,0
2000-06-29,0.9417,0.9537,0.9413,0.9512,6132,50,0
2000-06-30,0.9509,0.9603,0.9504,0.9523,6581,50,0
2000-07-03,0.9524,0.9547,0.9481,0.9504,5829,50,0
2000-07-04,0.9505,0.9525,0.9463,0.9508,5681,50,0
2000-07-05,0.9509,0.9573,0.9508,0.9529,6204,50,0
2000-07-06,0.9528,0.9599,0.9498,0.9507,6234,50,0
2000-07-07,0.9506,0.9528,0.9458,0.9479,6584,50,0
2000-07-10,0.9485,0.9556,0.9477,0.9549,5904,50,0
2000-07-11,0.9549,0.9566,0.949,0.952,5826,50,0
2000-07-12,0.952,0.953,0.9391,0.9415,6027,50,0
2000-07-13,0.9416,0.9431,0.9327,0.9368,6702,50,0
2000-07-14,0.9371,0.9398,0.9317,0.9383,6427,50,0
2000-07-17,0.9384,0.9401,0.9338,0.9365,6060,50,0
2000-07-18,0.9364,0.9367,0.9228,0.9252,6094,50,0
2000-07-19,0.925,0.9263,0.9192,0.9246,6183,50,0
2000-07-20,0.9244,0.9345,0.9201,0.9335,6352,50,0
2000-07-21,0.9334,0.9382,0.9312,0.9362,6375,50,0
2000-07-24,0.9364,0.9378,0.9309,0.9337,5650,50,0
2000-07-25,0.9337,0.9431,0.9317,0.9381,5541,50,0
2000-07-26,0.9381,0.945,0.9378,0.9435,6169,50,0
2000-07-27,0.9436,0.9444,0.9315,0.9318,6498,50,0
2000-07-28,0.9318,0.9336,0.9221,0.9225,5686,50,0
2000-07-31,0.9238,0.9294,0.9219,0.9266,5336,50,0
2000-08-01,0.9267,0.9293,0.913,0.9144,5762,50,0
2000-08-02,0.9147,0.9192,0.9113,0.9134,6135,50,0
2000-08-03,0.9138,0.9176,0.8998,0.9068,5971,50,0
2000-08-04,0.9066,0.9101,0.9011,0.9081,6078,50,0
2000-08-07,0.9073,0.9112,0.9052,0.9077,5917,50,0
2000-08-08,0.9075,0.909,0.8984,0.9026,6206,50,0
2000-08-09,0.9026,0.9034,0.8963,0.9009,5947,50,0
2000-08-10,0.901,0.9098,0.9003,0.9078,6121,50,0
2000-08-11,0.9079,0.914,0.9024,0.9036,4282,50,0
2000-08-14,0.9039,0.9071,0.9,0.9058,5645,50,0
2000-08-15,0.9058,0.9141,0.9055,0.9127,5946,50,0
2000-08-16,0.9127,0.9178,0.9062,0.9159,6315,50,0
2000-08-17,0.9162,0.9175,0.9115,0.9165,5871,50,0
2000-08-18,0.9163,0.9184,0.9057,0.9068,5972,50,0
2000-08-21,0.907,0.9079,0.9008,0.9022,5341,50,0
2000-08-22,0.9023,0.9038,0.8945,0.8972,5805,50,0
2000-08-23,0.8971,0.9027,0.8909,0.9024,6675,50,0
2000-08-24,0.9026,0.9052,0.8992,0.9021,6013,50,0
2000-08-25,0.9018,0.9073,0.8974,0.9022,6371,50,0
2000-08-28,0.9024,0.9045,0.8986,0.9,4758,50,0
2000-08-29,0.9002,0.9023,0.8913,0.8925,5758,50,0
2000-08-30,0.8926,0.8957,0.8867,0.8951,5829,50,0
2000-08-31,0.8952,0.8971,0.8841,0.8886,5689,50,0
2000-09-01,0.8886,0.9017,0.8875,0.9003,5912,50,0
2000-09-04,0.9002,0.904,0.8964,0.8976,5367,50,0
2000-09-05,0.8977,0.8992,0.8849,0.8898,6151,50,0
2000-09-06,0.8897,0.89,0.8685,0.8714,6922,50,0
2000-09-07,0.8715,0.8763,0.8635,0.8723,7644,50,0
2000-09-08,0.8723,0.8748,0.864,0.8665,6979,50,0
2000-09-11,0.8641,0.8725,0.8565,0.8586,7712,50,0
2000-09-12,0.8584,0.869,0.8543,0.8635,7728,50,0
2000-09-13,0.8636,0.8705,0.8579,0.8602,7067,50,0
2000-09-14,0.8599,0.8719,0.8561,0.8644,7714,50,0
2000-09-15,0.8644,0.8699,0.8522,0.8522,6423,50,0
2000-09-18,0.8521,0.8575,0.8512,0.8546,6628,50,0
2000-09-19,0.8547,0.8565,0.8476,0.8514,6611,50,0
2000-09-20,0.8515,0.8525,0.8439,0.8491,6908,50,0
2000-09-21,0.849,0.8619,0.8459,0.8607,6762,50,0
2000-09-22,0.8608,0.9008,0.8573,0.8765,8236,50,0
2000-09-25,0.8797,0.8829,0.8712,0.8744,7269,50,0
2000-09-26,0.8745,0.8839,0.8727,0.8832,6552,50,0
2000-09-27,0.883,0.8886,0.8783,0.8834,6427,50,0
2000-09-28,0.8835,0.8865,0.8771,0.8791,6574,50,0
2000-09-29,0.8794,0.8849,0.8748,0.8842,6347,50,0
2000-10-02,0.8841,0.8858,0.8761,0.8776,5816,50,0
2000-10-03,0.8774,0.879,0.8728,0.876,5875,50,0
2000-10-04,0.8754,0.878,0.8717,0.8744,5159,50,0
2000-10-05,0.8744,0.8789,0.8678,0.8693,5960,50,0
2000-10-06,0.8695,0.8742,0.8665,0.8682,5875,50,0
2000-10-09,0.8685,0.8712,0.8666,0.8684,4614,50,0
2000-10-10,0.8684,0.8746,0.8659,0.8715,6098,50,0
2000-10-11,0.8715,0.8768,0.864,0.8649,6446,50,0
2000-10-12,0.865,0.8682,0.8612,0.8626,6364,50,0
2000-10-13,0.8627,0.866,0.8528,0.8564,6466,50,0
2000-10-16,0.8557,0.8561,0.8459,0.8503,6547,50,0
2000-10-17,0.8505,0.8565,0.8475,0.8542,6560,50,0
2000-10-18,0.8545,0.8573,0.8326,0.8387,6997,50,0
2000-10-19,0.839,0.8446,0.8383,0.8427,7275,50,0
2000-10-20,0.8426,0.8483,0.8351,0.842,6876,50,0
2000-10-23,0.8415,0.8424,0.8346,0.8357,6467,50,0
2000-10-24,0.8358,0.8399,0.8344,0.8359,6912,50,0
2000-10-25,0.8359,0.8387,0.8247,0.8267,7458,50,0
2000-10-26,0.8272,0.8326,0.8227,0.8308,7263,50,0
2000-10-27,0.8309,0.8443,0.8285,0.8387,7757,50,0
2000-10-30,0.8411,0.853,0.8389,0.8404,9096,50,0
2000-10-31,0.8406,0.85,0.8383,0.8484,7812,50,0
2000-11-01,0.8488,0.862,0.847,0.8606,6951,50,0
2000-11-02,0.8608,0.8667,0.8554,0.8581,7524,50,0
2000-11-03,0.858,0.8796,0.8576,0.8674,8484,50,0
2000-11-06,0.8662,0.8732,0.8557,0.8634,7920,50,0
2000-11-07,0.8632,0.8666,0.8576,0.8606,7721,50,0
2000-11-08,0.8607,0.8693,0.8516,0.8549,8572,50,0
2000-11-09,0.8551,0.8676,0.8517,0.8666,7717,50,0
2000-11-10,0.8664,0.8706,0.8589,0.8606,8298,50,0
2000-11-13,0.8621,0.8665,0.8556,0.8575,7186,50,0
2000-11-14,0.8574,0.8618,0.8549,0.8573,7057,50,0
2000-11-15,0.8576,0.8631,0.8553,0.8572,7349,50,0
2000-11-16,0.8575,0.8599,0.851,0.8535,6626,50,0
2000-11-17,0.8536,0.8578,0.8472,0.8478,7227,50,0
2000-11-20,0.8488,0.8523,0.8463,0.8506,6839,50,0
2000-11-21,0.8506,0.8536,0.8416,0.8439,7043,50,0
2000-11-22,0.8437,0.8486,0.8411,0.8451,7198,50,0
2000-11-23,0.8448,0.846,0.8372,0.8395,6441,50,0
2000-11-24,0.8396,0.8459,0.8374,0.8381,7195,50,0
2000-11-27,0.8394,0.8542,0.8387,0.853,6743,50,0
2000-11-28,0.8524,0.8582,0.8502,0.8559,6982,50,0
2000-11-29,0.8561,0.8661,0.8555,0.8583,7275,50,0
2000-11-30,0.8583,0.8738,0.8567,0.8724,8194,50,0
2000-12-01,0.8727,0.8798,0.8701,0.8792,7850,50,0
2000-12-04,0.8787,0.8932,0.8754,0.8845,8733,50,0
2000-12-05,0.8844,0.8908,0.8783,0.8799,7585,50,0
2000-12-06,0.8799,0.8927,0.877,0.8915,8007,50,0
2000-12-07,0.8914,0.8976,0.8852,0.8889,8521,50,0
2000-12-08,0.8888,0.8916,0.8809,0.8878,8243,50,0
2000-12-11,0.8813,0.8864,0.8749,0.8784,6951,50,0
2000-12-12,0.8784,0.884,0.8752,0.88,7667,50,0
2000-12-13,0.8802,0.8828,0.8715,0.8773,8646,50,0
2000-12-14,0.8775,0.8933,0.8752,0.8927,8430,50,0
2000-12-15,0.8927,0.9002,0.8902,0.8957,8791,50,0
2000-12-18,0.8946,0.9017,0.8921,0.8959,8247,50,0
2000-12-19,0.8958,0.8969,0.8879,0.8956,8330,50,0
2000-12-20,0.8952,0.91,0.8947,0.9094,8345,50,0
2000-12-21,0.9094,0.9171,0.9059,0.9165,8706,50,0
2000-12-22,0.9164,0.9262,0.9143,0.9232,8181,50,0
2000-12-25,0.923,0.928,0.9197,0.926,2356,50,0
2000-12-26,0.9255,0.9327,0.9234,0.9306,6139,50,0
2000-12-27,0.9308,0.934,0.9273,0.9313,8440,50,0
2000-12-28,0.9314,0.932,0.9247,0.9298,7338,50,0
2000-12-29,0.9299,0.943,0.928,0.9424,7297,50,0
2001-01-01,0.9421,0.9429,0.939,0.9412,247,50,0
2001-01-02,0.941,0.9519,0.9367,0.9507,7985,50,0
2001-01-03,0.9508,0.9573,0.9262,0.9276,8465,50,0
2001-01-04,0.9276,0.952,0.9269,0.951,9556,50,0
2001-01-05,0.951,0.9596,0.9463,0.9575,9625,50,0
2001-01-08,0.9584,0.9592,0.9462,0.9474,8211,50,0
2001-01-09,0.9476,0.948,0.9383,0.9443,8239,50,0
2001-01-10,0.9443,0.9467,0.9362,0.9371,8253,50,0
2001-01-11,0.9373,0.9553,0.9366,0.9525,7942,50,0
2001-01-12,0.9525,0.958,0.9468,0.9519,8363,50,0
2001-01-15,0.9524,0.9527,0.9409,0.9432,7500,50,0
2001-01-16,0.9434,0.9443,0.9372,0.9423,7880,50,0
2001-01-17,0.9424,0.9448,0.9288,0.9363,7939,50,0
2001-01-18,0.9359,0.9464,0.9352,0.9426,8367,50,0
2001-01-19,0.9427,0.9504,0.9332,0.9342,8008,50,0
2001-01-22,0.9347,0.9405,0.9268,0.9385,8033,50,0
2001-01-23,0.9388,0.9452,0.9343,0.9347,8180,50,0
2001-01-24,0.9347,0.9373,0.9209,0.9241,7839,50,0
2001-01-25,0.9241,0.9252,0.9115,0.9247,8558,50,0
2001-01-26,0.9248,0.9317,0.9198,0.9246,7480,50,0
2001-01-29,0.9239,0.9262,0.9161,0.9172,7446,50,0
2001-01-30,0.9173,0.9282,0.9143,0.9263,7622,50,0
2001-01-31,0.9264,0.9379,0.9252,0.9377,7819,50,0
2001-02-01,0.9376,0.9445,0.9365,0.9371,8397,50,0
2001-02-02,0.9369,0.942,0.9317,0.9362,7491,50,0
2001-02-05,0.9353,0.9441,0.9353,0.9381,7937,50,0
2001-02-06,0.9381,0.9387,0.9281,0.9313,7543,50,0
2001-02-07,0.9314,0.935,0.9258,0.9289,8062,50,0
2001-02-08,0.9287,0.9301,0.915,0.9181,8298,50,0
2001-02-09,0.9182,0.9275,0.9132,0.9243,7978,50,0
2001-02-12,0.9255,0.933,0.9247,0.9323,7017,50,0
2001-02-13,0.9325,0.9331,0.9171,0.9206,7495,50,0
2001-02-14,0.9208,0.922,0.9165,0.9181,8038,50,0
2001-02-15,0.9182,0.9196,0.9026,0.9056,6549,50,0
2001-02-16,0.9056,0.9178,0.9048,0.9148,8025,50,0
2001-02-19,0.9131,0.9236,0.9121,0.9213,7431,50,0
2001-02-20,0.9213,0.9241,0.9049,0.9107,7689,50,0
2001-02-21,0.9106,0.9184,0.9057,0.9098,8456,50,0
2001-02-22,0.9097,0.9131,0.9014,0.9036,8634,50,0
2001-02-23,0.9033,0.9208,0.9027,0.9193,8076,50,0
2001-02-26,0.9174,0.9187,0.9077,0.9106,8217,50,0
2001-02-27,0.91,0.9211,0.9082,0.9185,7800,50,0
2001-02-28,0.9186,0.9259,0.916,0.9235,8356,50,0
2001-03-01,0.9234,0.9322,0.9224,0.9308,8122,50,0
2001-03-02,0.9309,0.9382,0.9287,0.9363,7929,50,0
2001-03-05,0.9364,0.9367,0.9266,0.9267,7426,50,0
2001-03-06,0.9267,0.9349,0.9252,0.9339,6781,50,0
2001-03-07,0.9341,0.9373,0.9264,0.9294,7975,50,0
2001-03-08,0.9294,0.9341,0.9272,0.9323,7669,50,0
2001-03-09,0.9322,0.9375,0.9294,0.9331,7446,50,0
2001-03-12,0.9321,0.9344,0.9257,0.9296,9699,50,0
2001-03-13,0.9292,0.9304,0.9126,0.914,8645,50,0
2001-03-14,0.9139,0.9214,0.9079,0.9107,9532,50,0
2001-03-15,0.911,0.9132,0.8952,0.8986,10543,50,0
2001-03-16,0.8991,0.9005,0.8915,0.897,9776,50,0
2001-03-19,0.897,0.9021,0.8932,0.8992,9348,50,0
2001-03-20,0.8991,0.9127,0.8987,0.9115,8454,50,0
2001-03-21,0.9116,0.9126,0.893,0.8957,9269,50,0
2001-03-22,0.8958,0.8968,0.8834,0.8876,8249,50,0
2001-03-23,0.8876,0.8969,0.8853,0.889,7714,50,0
2001-03-26,0.8897,0.8975,0.8884,0.8971,8777,50,0
2001-03-27,0.8969,0.8993,0.8897,0.8932,8180,50,0
2001-03-28,0.8932,0.895,0.8845,0.8869,8326,50,0
2001-03-29,0.8868,0.8887,0.8797,0.8824,8785,50,0
2001-03-30,0.8824,0.8873,0.8749,0.8755,9444,50,0
2001-04-02,0.8743,0.8837,0.8732,0.8795,8573,50,0
2001-04-03,0.8796,0.8991,0.8796,0.8975,8531,50,0
2001-04-04,0.8975,0.9052,0.8934,0.9016,9026,50,0
2001-04-05,0.9014,0.9093,0.8941,0.8971,9310,50,0
2001-04-06,0.8969,0.9051,0.8923,0.904,9217,50,0
2001-04-09,0.9042,0.905,0.896,0.8966,8770,50,0
2001-04-10,0.8967,0.8994,0.8865,0.889,9078,50,0
2001-04-11,0.889,0.8917,0.8809,0.8881,9026,50,0
2001-04-12,0.8882,0.8945,0.8836,0.8928,8794,50,0
2001-04-13,0.8922,0.8937,0.8879,0.8882,5368,50,0
2001-04-16,0.8886,0.8904,0.8828,0.8888,6280,50,0
2001-04-17,0.8889,0.8912,0.8775,0.8836,8615,50,0
2001-04-18,0.8835,0.8899,0.8706,0.8841,9457,50,0
2001-04-19,0.8841,0.8988,0.8807,0.8977,9518,50,0
2001-04-20,0.8978,0.9048,0.8952,0.9029,8869,50,0
2001-04-23,0.9015,0.9083,0.8946,0.8971,9014,50,0
2001-04-24,0.8973,0.9021,0.893,0.8945,8769,50,0
2001-04-25,0.8944,0.9004,0.8908,0.8979,8538,50,0
2001-04-26,0.8975,0.9045,0.8946,0.9033,8753,50,0
2001-04-27,0.9032,0.9055,0.8887,0.8922,8766,50,0
2001-04-30,0.8914,0.8928,0.885,0.8892,8026,50,0
2001-05-01,0.8893,0.8942,0.8855,0.8934,7763,50,0
2001-05-02,0.8933,0.8953,0.8884,0.894,8395,50,0
2001-05-03,0.8938,0.8979,0.8881,0.8898,8944,50,0
2001-05-04,0.8896,0.9009,0.8891,0.8926,8600,50,0
2001-05-07,0.8926,0.8937,0.8896,0.8905,7883,50,0
2001-05-08,0.8906,0.8916,0.8823,0.8852,8466,50,0
2001-05-09,0.8854,0.8869,0.881,0.8864,8365,50,0
2001-05-10,0.8864,0.8924,0.8782,0.8816,8451,50,0
2001-05-11,0.8817,0.8821,0.8736,0.8752,8447,50,0
2001-05-14,0.876,0.8761,0.8725,0.874,7504,50,0
2001-05-15,0.8742,0.8799,0.8731,0.8785,8058,50,0
2001-05-16,0.878,0.8868,0.8743,0.8832,8741,50,0
2001-05-17,0.8832,0.8881,0.8791,0.8826,8680,50,0
2001-05-18,0.8827,0.8832,0.8754,0.8817,8105,50,0
2001-05-21,0.8799,0.882,0.874,0.8766,7738,50,0
2001-05-22,0.8764,0.8776,0.8626,0.8654,8422,50,0
2001-05-23,0.8654,0.8665,0.8547,0.8551,8773,50,0
2001-05-24,0.8556,0.8613,0.8494,0.8573,8917,50,0
2001-05-25,0.8572,0.8629,0.8536,0.8614,8111,50,0
2001-05-28,0.8602,0.8609,0.8576,0.8602,6988,50,0
2001-05-29,0.8603,0.8614,0.8527,0.8561,8001,50,0
2001-05-30,0.8558,0.8592,0.8535,0.8551,8135,50,0
2001-05-31,0.8551,0.857,0.8439,0.8446,8323,50,0
2001-06-01,0.8455,0.8497,0.8431,0.8481,8097,50,0
2001-06-04,0.8468,0.854,0.844,0.8461,7572,50,0
2001-06-05,0.8462,0.8549,0.8424,0.8544,7855,50,0
2001-06-06,0.8545,0.8569,0.8445,0.8468,7721,50,0
2001-06-07,0.8469,0.852,0.8456,0.8514,7540,50,0
2001-06-08,0.8515,0.852,0.8457,0.8508,7527,50,0
2001-06-11,0.85,0.8542,0.841,0.8446,7416,50,0
2001-06-12,0.8442,0.854,0.8414,0.8533,7830,50,0
2001-06-13,0.8532,0.8568,0.851,0.8552,7649,50,0
2001-06-14,0.8554,0.8635,0.8486,0.8624,7708,50,0
2001-06-15,0.8628,0.8674,0.8599,0.8615,8066,50,0
2001-06-18,0.8629,0.8644,0.8575,0.8605,7590,50,0
2001-06-19,0.8605,0.8608,0.8525,0.8539,7595,50,0
2001-06-20,0.8535,0.8558,0.8495,0.8554,7854,50,0
2001-06-21,0.8554,0.8586,0.8512,0.8547,7980,50,0
2001-06-22,0.8548,0.8579,0.851,0.8576,7423,50,0
2001-06-25,0.8568,0.8628,0.8564,0.8589,7915,50,0
2001-06-26,0.859,0.8653,0.8583,0.8637,8192,50,0
2001-06-27,0.8638,0.8661,0.8581,0.8595,8223,50,0
2001-06-28,0.8595,0.8616,0.843,0.844,9594,50,0
2001-06-29,0.8443,0.8508,0.8435,0.8497,9030,50,0
2001-07-02,0.8503,0.8506,0.8439,0.8473,9082,50,0
2001-07-03,0.8478,0.8509,0.8454,0.8477,9782,50,0
2001-07-04,0.8477,0.8502,0.8429,0.8464,9655,50,0
2001-07-05,0.8463,0.8481,0.8354,0.8387,9869,50,0
2001-07-06,0.8393,0.848,0.8346,0.848,9197,50,0
2001-07-09,0.8469,0.8524,0.8444,0.8496,9323,50,0
2001-07-10,0.8501,0.8575,0.8487,0.8555,9234,50,0
2001-07-11,0.8557,0.8644,0.8532,0.8582,8884,50,0
2001-07-12,0.858,0.8585,0.8504,0.8538,8469,50,0
2001-07-13,0.8538,0.8562,0.8507,0.8545,7541,50,0
2001-07-16,0.854,0.8593,0.8521,0.8523,7414,50,0
2001-07-17,0.8527,0.861,0.8488,0.8594,8302,50,0
2001-07-18,0.8593,0.8744,0.8568,0.8737,9413,50,0
2001-07-19,0.8738,0.8782,0.868,0.8721,9835,50,0
2001-07-20,0.872,0.8788,0.8702,0.8714,9169,50,0
2001-07-23,0.8705,0.8722,0.8649,0.869,8986,50,0
2001-07-24,0.8693,0.8772,0.8685,0.8733,9078,50,0
2001-07-25,0.8734,0.8815,0.8714,0.8802,9503,50,0
2001-07-26,0.8803,0.8825,0.8746,0.8779,8809,50,0
2001-07-27,0.8779,0.8808,0.8721,0.8776,8306,50,0
2001-07-30,0.8777,0.8778,0.8721,0.8741,8155,50,0
2001-07-31,0.8742,0.878,0.8722,0.8763,8461,50,0
2001-08-01,0.8762,0.8833,0.8754,0.8808,9465,50,0
2001-08-02,0.8812,0.8843,0.8784,0.8833,8745,50,0
2001-08-03,0.8836,0.8878,0.8776,0.8843,8493,50,0
